FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.14463532,14463532,POINT (16.311653811838195 48.24787556950668),Kleingartenverein Hackenberg,Kleingartenverein Hackenberg,"35A,N35",,11,https://anachb.vor.at?P=SQ&input=Wien%20Kleingartenverein%20Hackenberg&start=1,
OEFFHALTESTOGD.14463533,14463533,POINT (16.311914412882462 48.24788157005896),Kleingartenverein Hackenberg,Kleingartenverein Hackenberg,"35A,N35",,10,https://anachb.vor.at?P=SQ&input=Wien%20Kleingartenverein%20Hackenberg&start=1,
OEFFHALTESTOGD.14463534,14463534,POINT (16.311914412882462 48.24788157005896),Kleingartenverein Hackenberg,Kleingartenverein Hackenberg,"35A,N35",,11,https://anachb.vor.at?P=SQ&input=Wien%20Kleingartenverein%20Hackenberg&start=1,
OEFFHALTESTOGD.14463535,14463535,POINT (16.33040171237304 48.24136076943031),Kratzlgasse,Kratzlgasse,"35A,N35",,10,https://anachb.vor.at?P=SQ&input=Wien%20Kratzlgasse&start=1,
OEFFHALTESTOGD.14463536,14463536,POINT (16.33040171237304 48.24136076943031),Kratzlgasse,Kratzlgasse,"35A,N35",,11,https://anachb.vor.at?P=SQ&input=Wien%20Kratzlgasse&start=1,
OEFFHALTESTOGD.14463537,14463537,POINT (16.329772912956873 48.241414669312306),Kratzlgasse,Kratzlgasse,"35A,N35",,10,https://anachb.vor.at?P=SQ&input=Wien%20Kratzlgasse&start=1,
OEFFHALTESTOGD.14463538,14463538,POINT (16.329772912956873 48.241414669312306),Kratzlgasse,Kratzlgasse,"35A,N35",,11,https://anachb.vor.at?P=SQ&input=Wien%20Kratzlgasse&start=1,
OEFFHALTESTOGD.14463539,14463539,POINT (16.340813212565227 48.24039757014754),KrottenbachstraÃŸe,KrottenbachstraÃŸe,"35A,N35",,10,https://anachb.vor.at?P=SQ&input=Wien%20KrottenbachstraÃŸe&start=1,
OEFFHALTESTOGD.14463540,14463540,POINT (16.340813212565227 48.24039757014754),KrottenbachstraÃŸe,KrottenbachstraÃŸe,"35A,N35",,11,https://anachb.vor.at?P=SQ&input=Wien%20KrottenbachstraÃŸe&start=1,
OEFFHALTESTOGD.14463541,14463541,POINT (16.341558811966554 48.240535169725284),KrottenbachstraÃŸe,KrottenbachstraÃŸe,"35A,N35",,10,https://anachb.vor.at?P=SQ&input=Wien%20KrottenbachstraÃŸe&start=1,
OEFFHALTESTOGD.14463542,14463542,POINT (16.341558811966554 48.240535169725284),KrottenbachstraÃŸe,KrottenbachstraÃŸe,"35A,N35",,11,https://anachb.vor.at?P=SQ&input=Wien%20KrottenbachstraÃŸe&start=1,
OEFFHALTESTOGD.14463543,14463543,POINT (16.3016286118622 48.25093226952303),Neustift am Walde,Neustift am Walde,"35A,43B,N35",,10,https://anachb.vor.at?P=SQ&input=Wien%20Neustift%20am%20Walde&start=1,
OEFFHALTESTOGD.14463544,14463544,POINT (16.3016286118622 48.25093226952303),Neustift am Walde,Neustift am Walde,"35A,43B,N35",,11,https://anachb.vor.at?P=SQ&input=Wien%20Neustift%20am%20Walde&start=1,
OEFFHALTESTOGD.14463545,14463545,POINT (16.30182631260007 48.251069869953795),Neustift am Walde,Neustift am Walde,"35A,43B,N35",,10,https://anachb.vor.at?P=SQ&input=Wien%20Neustift%20am%20Walde&start=1,
OEFFHALTESTOGD.14463546,14463546,POINT (16.30182631260007 48.251069869953795),Neustift am Walde,Neustift am Walde,"35A,43B,N35",,11,https://anachb.vor.at?P=SQ&input=Wien%20Neustift%20am%20Walde&start=1,
OEFFHALTESTOGD.14463547,14463547,POINT (16.35771051220838 48.23318776974754),Spittelau (Josef-Holaubek-Platz),Spittelau (Josef-Holaubek-Platz),"35A,N35",,10,https://anachb.vor.at?P=SQ&input=Wien%20Spittelau&start=1,
OEFFHALTESTOGD.14463548,14463548,POINT (16.35771051220838 48.23318776974754),Spittelau (Josef-Holaubek-Platz),Spittelau (Josef-Holaubek-Platz),"35A,N35",,11,https://anachb.vor.at?P=SQ&input=Wien%20Spittelau&start=1,
OEFFHALTESTOGD.14463549,14463549,POINT (16.35303921194592 48.23150626986889),NuÃŸdorfer StraÃŸe (Stadtbahnbogen),NuÃŸdorfer StraÃŸe (Stadtbahnbogen),"35A,37A,N35,N36",,10,https://anachb.vor.at?P=SQ&input=Wien%20NuÃŸdorfer%20StraÃŸe&start=1,
OEFFHALTESTOGD.14463550,14463550,POINT (16.35303921194592 48.23150626986889),NuÃŸdorfer StraÃŸe (Stadtbahnbogen),NuÃŸdorfer StraÃŸe (Stadtbahnbogen),"35A,37A,N35,N36",,11,https://anachb.vor.at?P=SQ&input=Wien%20NuÃŸdorfer%20StraÃŸe&start=1,
OEFFHALTESTOGD.14463551,14463551,POINT (16.351808512510367 48.23139857013192),NuÃŸdorfer StraÃŸe (Ã„uÃŸerer WÃ¤hringer Gtl.),NuÃŸdorfer StraÃŸe (Ã„uÃŸerer WÃ¤hringer Gtl.),"35A,37A,N35,N8",,10,https://anachb.vor.at?P=SQ&input=Wien%20NuÃŸdorfer%20StraÃŸe&start=1,
OEFFHALTESTOGD.14463552,14463552,POINT (16.351808512510367 48.23139857013192),NuÃŸdorfer StraÃŸe (Ã„uÃŸerer WÃ¤hringer Gtl.),NuÃŸdorfer StraÃŸe (Ã„uÃŸerer WÃ¤hringer Gtl.),"35A,37A,N35,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20NuÃŸdorfer%20StraÃŸe&start=1,
OEFFHALTESTOGD.14463553,14463553,POINT (16.355455712423666 48.232326070071835),Liechtenwerder Platz (HeiligenstÃ¤dter StraÃŸe),Liechtenwerder Platz (HeiligenstÃ¤dter StraÃŸe),"N35,N36,N38,N8",,10,https://anachb.vor.at?P=SQ&input=Wien%20Liechtenwerder%20Platz&start=1,
OEFFHALTESTOGD.14463554,14463554,POINT (16.355455712423666 48.232326070071835),Liechtenwerder Platz (HeiligenstÃ¤dter StraÃŸe),Liechtenwerder Platz (HeiligenstÃ¤dter StraÃŸe),"N35,N36,N38,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Liechtenwerder%20Platz&start=1,
OEFFHALTESTOGD.14463555,14463555,POINT (16.321732912378227 48.24325726944702),Glanzing,Glanzing,"35A,N35",,10,https://anachb.vor.at?P=SQ&input=Wien%20Glanzing&start=1,
OEFFHALTESTOGD.14463556,14463556,POINT (16.321732912378227 48.24325726944702),Glanzing,Glanzing,"35A,N35",,11,https://anachb.vor.at?P=SQ&input=Wien%20Glanzing&start=1,
OEFFHALTESTOGD.14463557,14463557,POINT (16.321732912260547 48.24308976994762),Glanzing,Glanzing,"35A,N35",,10,https://anachb.vor.at?P=SQ&input=Wien%20Glanzing&start=1,
OEFFHALTESTOGD.14463558,14463558,POINT (16.321732912260547 48.24308976994762),Glanzing,Glanzing,"35A,N35",,11,https://anachb.vor.at?P=SQ&input=Wien%20Glanzing&start=1,
OEFFHALTESTOGD.14463559,14463559,POINT (16.35347941263701 48.23241576938832),Glatzgasse (DÃ¶blinger HauptstraÃŸe),Glatzgasse (DÃ¶blinger HauptstraÃŸe),"35A,N35,N38",,10,https://anachb.vor.at?P=SQ&input=Wien%20Glatzgasse&start=1,
OEFFHALTESTOGD.14463560,14463560,POINT (16.35347941263701 48.23241576938832),Glatzgasse (DÃ¶blinger HauptstraÃŸe),Glatzgasse (DÃ¶blinger HauptstraÃŸe),"35A,N35,N38",,11,https://anachb.vor.at?P=SQ&input=Wien%20Glatzgasse&start=1,
OEFFHALTESTOGD.14463561,14463561,POINT (16.318876312216318 48.24460927009125),Kammerergasse,Kammerergasse,"35A,N35",,10,https://anachb.vor.at?P=SQ&input=Wien%20Kammerergasse&start=1,
OEFFHALTESTOGD.14463562,14463562,POINT (16.318876312216318 48.24460927009125),Kammerergasse,Kammerergasse,"35A,N35",,11,https://anachb.vor.at?P=SQ&input=Wien%20Kammerergasse&start=1,
OEFFHALTESTOGD.14463563,14463563,POINT (16.318247513077498 48.24475286947403),Kammerergasse,Kammerergasse,"35A,N35",,10,https://anachb.vor.at?P=SQ&input=Wien%20Kammerergasse&start=1,
OEFFHALTESTOGD.14463564,14463564,POINT (16.318247513077498 48.24475286947403),Kammerergasse,Kammerergasse,"35A,N35",,11,https://anachb.vor.at?P=SQ&input=Wien%20Kammerergasse&start=1,
OEFFHALTESTOGD.14464071,14464071,POINT (16.331848012029315 48.175065169984876),Meidling (WilhelmstraÃŸe),Meidling (WilhelmstraÃŸe),"59A,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Meidling&start=1,
OEFFHALTESTOGD.14464072,14464072,POINT (16.331848012029315 48.175065169984876),Meidling (WilhelmstraÃŸe),Meidling (WilhelmstraÃŸe),"59A,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Meidling&start=1,
OEFFHALTESTOGD.14464073,14464073,POINT (16.365516812921232 48.23759747008736),GÃ¼rtelbrÃ¼cke,GÃ¼rtelbrÃ¼cke,"37A,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20GÃ¼rtelbrÃ¼cke&start=1,
OEFFHALTESTOGD.14464074,14464074,POINT (16.36558871314172 48.237328269801985),GÃ¼rtelbrÃ¼cke,GÃ¼rtelbrÃ¼cke,"37A,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20GÃ¼rtelbrÃ¼cke&start=1,
OEFFHALTESTOGD.14464075,14464075,POINT (16.331111412592133 48.174639869899046),Meidling,Meidling,"62A,8A,9A,N8,SV100",,11,https://anachb.vor.at?P=SQ&input=Wien%20Meidling&start=1,
OEFFHALTESTOGD.14464076,14464076,POINT (16.331111412592133 48.174639869899046),Meidling,Meidling,"62A,8A,9A,N8,SV100",,11,https://anachb.vor.at?P=SQ&input=Wien%20Meidling&start=1,
OEFFHALTESTOGD.14464077,14464077,POINT (16.356291112112558 48.2361315693249),Spittelau (DÃ¶blinger GÃ¼rtel),Spittelau (DÃ¶blinger GÃ¼rtel),"37A,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Spittelau&start=1,
OEFFHALTESTOGD.14464078,14464078,POINT (16.356291112112558 48.2361315693249),Spittelau (DÃ¶blinger GÃ¼rtel),Spittelau (DÃ¶blinger GÃ¼rtel),"37A,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Spittelau&start=1,
OEFFHALTESTOGD.14464079,14464079,POINT (16.353811812615753 48.231476370031274),NuÃŸdorfer StraÃŸe (Innerer WÃ¤hringer Gtl.),NuÃŸdorfer StraÃŸe (Innerer WÃ¤hringer Gtl.),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20NuÃŸdorfer%20StraÃŸe&start=1,
OEFFHALTESTOGD.14464080,14464080,POINT (16.353811812615753 48.231476370031274),NuÃŸdorfer StraÃŸe (Innerer WÃ¤hringer Gtl.),NuÃŸdorfer StraÃŸe (Innerer WÃ¤hringer Gtl.),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20NuÃŸdorfer%20StraÃŸe&start=1,
OEFFHALTESTOGD.14464081,14464081,POINT (16.351808512510367 48.23139857013192),NuÃŸdorfer StraÃŸe (Ã„uÃŸerer WÃ¤hringer Gtl.),NuÃŸdorfer StraÃŸe (Ã„uÃŸerer WÃ¤hringer Gtl.),"35A,37A,N35,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20NuÃŸdorfer%20StraÃŸe&start=1,
OEFFHALTESTOGD.14464082,14464082,POINT (16.351808512510367 48.23139857013192),NuÃŸdorfer StraÃŸe (Ã„uÃŸerer WÃ¤hringer Gtl.),NuÃŸdorfer StraÃŸe (Ã„uÃŸerer WÃ¤hringer Gtl.),"35A,37A,N35,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20NuÃŸdorfer%20StraÃŸe&start=1,
OEFFHALTESTOGD.14464083,14464083,POINT (16.339681312025867 48.21128876971344),JosefstÃ¤dter StraÃŸe (Innerer GÃ¼rtel),JosefstÃ¤dter StraÃŸe (Innerer GÃ¼rtel),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20JosefstÃ¤dter%20StraÃŸe&start=1,
OEFFHALTESTOGD.14464084,14464084,POINT (16.339681312025867 48.21128876971344),JosefstÃ¤dter StraÃŸe (Innerer GÃ¼rtel),JosefstÃ¤dter StraÃŸe (Innerer GÃ¼rtel),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20JosefstÃ¤dter%20StraÃŸe&start=1,
OEFFHALTESTOGD.14464085,14464085,POINT (16.338522512249156 48.211306670070734),JosefstÃ¤dter StraÃŸe (Ã„uÃŸerer GÃ¼rtel),JosefstÃ¤dter StraÃŸe (Ã„uÃŸerer GÃ¼rtel),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20JosefstÃ¤dter%20StraÃŸe&start=1,
OEFFHALTESTOGD.14464086,14464086,POINT (16.338522512249156 48.211306670070734),JosefstÃ¤dter StraÃŸe (Ã„uÃŸerer GÃ¼rtel),JosefstÃ¤dter StraÃŸe (Ã„uÃŸerer GÃ¼rtel),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20JosefstÃ¤dter%20StraÃŸe&start=1,
OEFFHALTESTOGD.14464087,14464087,POINT (16.355455712423666 48.232326070071835),Liechtenwerder Platz (HeiligenstÃ¤dter StraÃŸe),Liechtenwerder Platz (HeiligenstÃ¤dter StraÃŸe),"N35,N36,N38,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Liechtenwerder%20Platz&start=1,
OEFFHALTESTOGD.14464088,14464088,POINT (16.355455712423666 48.232326070071835),Liechtenwerder Platz (HeiligenstÃ¤dter StraÃŸe),Liechtenwerder Platz (HeiligenstÃ¤dter StraÃŸe),"N35,N36,N38,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Liechtenwerder%20Platz&start=1,
OEFFHALTESTOGD.14464089,14464089,POINT (16.319406312586526 48.156730970071514),Jungnickelweg,Jungnickelweg,"64B,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Jungnickelweg&start=1,
OEFFHALTESTOGD.14464090,14464090,POINT (16.31888531220683 48.15724036984197),Jungnickelweg,Jungnickelweg,"64B,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Jungnickelweg&start=1,
OEFFHALTESTOGD.14464091,14464091,POINT (16.380258212465638 48.24400506960402),Friedrich-Engels-Platz,Friedrich-Engels-Platz,"11A,5A,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Friedrich-Engels-Platz&start=1,
OEFFHALTESTOGD.14464092,14464092,POINT (16.380258212465638 48.24400506960402),Friedrich-Engels-Platz,Friedrich-Engels-Platz,"11A,5A,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Friedrich-Engels-Platz&start=1,
OEFFHALTESTOGD.14464093,14464093,POINT (16.353497412778907 48.23209866976513),Glatzgasse (WÃ¤hringer GÃ¼rtel),Glatzgasse (WÃ¤hringer GÃ¼rtel),"N36,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Glatzgasse&start=1,
OEFFHALTESTOGD.14464094,14464094,POINT (16.353497412778907 48.23209866976513),Glatzgasse (WÃ¤hringer GÃ¼rtel),Glatzgasse (WÃ¤hringer GÃ¼rtel),"N36,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Glatzgasse&start=1,
OEFFHALTESTOGD.14464095,14464095,POINT (16.33545021188475 48.18526586923616),LÃ¤ngenfeldgasse,LÃ¤ngenfeldgasse,"12A,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20LÃ¤ngenfeldgasse&start=1,
OEFFHALTESTOGD.14464096,14464096,POINT (16.33547721180892 48.184882569614594),LÃ¤ngenfeldgasse,LÃ¤ngenfeldgasse,"12A,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20LÃ¤ngenfeldgasse&start=1,
OEFFHALTESTOGD.14464097,14464097,POINT (16.378111212718697 48.24416056942499),Friedrich-Engels-Platz (Adalbert-Stifter-StraÃŸe),Friedrich-Engels-Platz (Adalbert-Stifter-StraÃŸe),"N29,N31,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Friedrich-Engels-Platz&start=1,
OEFFHALTESTOGD.14464098,14464098,POINT (16.378111212718697 48.24416056942499),Friedrich-Engels-Platz (Adalbert-Stifter-StraÃŸe),Friedrich-Engels-Platz (Adalbert-Stifter-StraÃŸe),"N29,N31,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Friedrich-Engels-Platz&start=1,
OEFFHALTESTOGD.14464099,14464099,POINT (16.339663312473462 48.179216369798716),FlurschÃ¼tzstraÃŸe,FlurschÃ¼tzstraÃŸe,"62,,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20FlurschÃ¼tzstraÃŸe&start=1,
OEFFHALTESTOGD.14464100,14464100,POINT (16.33810921187209 48.19121886953716),Gumpendorfer StraÃŸe (Innerer Mariahilfer Gtl.),Gumpendorfer StraÃŸe (Innerer Mariahilfer Gtl.),"N6,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Gumpendorfer%20StraÃŸe&start=1,
OEFFHALTESTOGD.14464101,14464101,POINT (16.33810921187209 48.19121886953716),Gumpendorfer StraÃŸe (Innerer Mariahilfer Gtl.),Gumpendorfer StraÃŸe (Innerer Mariahilfer Gtl.),"N6,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Gumpendorfer%20StraÃŸe&start=1,
OEFFHALTESTOGD.14464102,14464102,POINT (16.337121112267187 48.190440369241465),Gumpendorfer StraÃŸe (Ã„uÃŸerer Mariahilfer Gtl.),Gumpendorfer StraÃŸe (Ã„uÃŸerer Mariahilfer Gtl.),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Gumpendorfer%20StraÃŸe&start=1,
OEFFHALTESTOGD.14464103,14464103,POINT (16.337121112267187 48.190440369241465),Gumpendorfer StraÃŸe (Ã„uÃŸerer Mariahilfer Gtl.),Gumpendorfer StraÃŸe (Ã„uÃŸerer Mariahilfer Gtl.),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Gumpendorfer%20StraÃŸe&start=1,
OEFFHALTESTOGD.14464104,14464104,POINT (16.33903451249245 48.18110316968494),Hans-Mandl-Berufsschule (LÃ¤ngenfeldgasse),Hans-Mandl-Berufsschule (LÃ¤ngenfeldgasse),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Hans-Mandl-Berufsschule&start=1,
OEFFHALTESTOGD.14464105,14464105,POINT (16.33903451249245 48.18110316968494),Hans-Mandl-Berufsschule (LÃ¤ngenfeldgasse),Hans-Mandl-Berufsschule (LÃ¤ngenfeldgasse),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Hans-Mandl-Berufsschule&start=1,
OEFFHALTESTOGD.14464106,14464106,POINT (16.33827091270578 48.181738069354296),Hans-Mandl-Berufsschule (LÃ¤ngenfeldgasse),Hans-Mandl-Berufsschule (LÃ¤ngenfeldgasse),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Hans-Mandl-Berufsschule&start=1,
OEFFHALTESTOGD.14464107,14464107,POINT (16.33827091270578 48.181738069354296),Hans-Mandl-Berufsschule (LÃ¤ngenfeldgasse),Hans-Mandl-Berufsschule (LÃ¤ngenfeldgasse),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Hans-Mandl-Berufsschule&start=1,
OEFFHALTESTOGD.14464671,14464671,POINT (16.256775812775246 48.20114107012343),Bergmillergasse,Bergmillergasse,"43B,450,451,49A,50A,50B,52A,52B,N49",,11,https://anachb.vor.at?P=SQ&input=Wien%20Bergmillergasse&start=1,
OEFFHALTESTOGD.14464672,14464672,POINT (16.263998212712615 48.20099737011599),BahnhofstraÃŸe,BahnhofstraÃŸe,"47B,N49",,10,https://anachb.vor.at?P=SQ&input=Wien%20BahnhofstraÃŸe&start=1,
OEFFHALTESTOGD.14464673,14464673,POINT (16.263998212712615 48.20099737011599),BahnhofstraÃŸe,BahnhofstraÃŸe,"47B,N49",,11,https://anachb.vor.at?P=SQ&input=Wien%20BahnhofstraÃŸe&start=1,
OEFFHALTESTOGD.14464674,14464674,POINT (16.214860412462393 48.20945096958478),HerzmanskystraÃŸe,HerzmanskystraÃŸe,"451,50A,N49",,10,https://anachb.vor.at?P=SQ&input=Wien%20HerzmanskystraÃŸe&start=1,
OEFFHALTESTOGD.14464675,14464675,POINT (16.214860412462393 48.20945096958478),HerzmanskystraÃŸe,HerzmanskystraÃŸe,"451,50A,N49",,11,https://anachb.vor.at?P=SQ&input=Wien%20HerzmanskystraÃŸe&start=1,
OEFFHALTESTOGD.14464676,14464676,POINT (16.233105212361092 48.20649956990234),Wienflussaufsicht,Wienflussaufsicht,"450,451,453,50A,N49",,10,https://anachb.vor.at?P=SQ&input=Wien%20Wienflussaufsicht&start=1,
OEFFHALTESTOGD.14464677,14464677,POINT (16.233105212361092 48.20649956990234),Wienflussaufsicht,Wienflussaufsicht,"450,451,453,50A,N49",,11,https://anachb.vor.at?P=SQ&input=Wien%20Wienflussaufsicht&start=1,
OEFFHALTESTOGD.14464678,14464678,POINT (16.23305131198208 48.206266070062),Wienflussaufsicht,Wienflussaufsicht,"450,451,50A,N49",,10,https://anachb.vor.at?P=SQ&input=Wien%20Wienflussaufsicht&start=1,
OEFFHALTESTOGD.14464679,14464679,POINT (16.23305131198208 48.206266070062),Wienflussaufsicht,Wienflussaufsicht,"450,451,50A,N49",,11,https://anachb.vor.at?P=SQ&input=Wien%20Wienflussaufsicht&start=1,
OEFFHALTESTOGD.14464680,14464680,POINT (16.368481312005105 48.20248216975059),Oper/Karlsplatz (Opernring),Oper/Karlsplatz (Opernring),"303,N49",,11,https://anachb.vor.at?P=SQ&input=Wien%20Oper/Karlsplatz&start=1,
OEFFHALTESTOGD.14464681,14464681,POINT (16.368481312005105 48.20248216975059),Oper/Karlsplatz (Opernring),Oper/Karlsplatz (Opernring),"303,N49",,11,https://anachb.vor.at?P=SQ&input=Wien%20Oper/Karlsplatz&start=1,
OEFFHALTESTOGD.14464682,14464682,POINT (16.369101112172817 48.20155416936153),Karlsplatz (KÃ¤rntner StraÃŸe),Karlsplatz (KÃ¤rntner StraÃŸe),"59A,N46,N49,N62",,11,https://anachb.vor.at?P=SQ&input=Wien%20Karlsplatz&start=1,
OEFFHALTESTOGD.14464683,14464683,POINT (16.287534112155313 48.196889769929385),SeckendorfstraÃŸe,SeckendorfstraÃŸe,"49,N49",,10,https://anachb.vor.at?P=SQ&input=Wien%20SeckendorfstraÃŸe&start=1,
