FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.14465319,14465319,POINT (16.48414831247653 48.2391710697135),Zanggasse,Zanggasse,"26,85A,95B,97A,N23,N24",,10,https://anachb.vor.at?P=SQ&input=Wien%20Zanggasse&start=1,
OEFFHALTESTOGD.14465320,14465320,POINT (16.48414831247653 48.2391710697135),Zanggasse,Zanggasse,"26,85A,95B,97A,N23,N24",,11,https://anachb.vor.at?P=SQ&input=Wien%20Zanggasse&start=1,
OEFFHALTESTOGD.14465321,14465321,POINT (16.48775061305911 48.23708896947417),Am HeidjÃ¶chl,Am HeidjÃ¶chl,"26,85A,95B,97A,N23,N24",,10,https://anachb.vor.at?P=SQ&input=Wien%20Am%20HeidjÃ¶chl&start=1,
OEFFHALTESTOGD.14465322,14465322,POINT (16.48775061305911 48.23708896947417),Am HeidjÃ¶chl,Am HeidjÃ¶chl,"26,85A,95B,97A,N23,N24",,11,https://anachb.vor.at?P=SQ&input=Wien%20Am%20HeidjÃ¶chl&start=1,
OEFFHALTESTOGD.14465323,14465323,POINT (16.487822513161895 48.237166670123145),Am HeidjÃ¶chl,Am HeidjÃ¶chl,"26,85A,95B,97A,N23",,10,https://anachb.vor.at?P=SQ&input=Wien%20Am%20HeidjÃ¶chl&start=1,
OEFFHALTESTOGD.14465324,14465324,POINT (16.487822513161895 48.237166670123145),Am HeidjÃ¶chl,Am HeidjÃ¶chl,"26,85A,95B,97A,N23",,11,https://anachb.vor.at?P=SQ&input=Wien%20Am%20HeidjÃ¶chl&start=1,
OEFFHALTESTOGD.14465325,14465325,POINT (16.48148031280378 48.2380701698649),Frederick-Loewe-Weg,Frederick-Loewe-Weg,N23,,10,https://anachb.vor.at?P=SQ&input=Wien%20Frederick-Loewe-Weg&start=1,
OEFFHALTESTOGD.14465326,14465326,POINT (16.48148031280378 48.2380701698649),Frederick-Loewe-Weg,Frederick-Loewe-Weg,N23,,11,https://anachb.vor.at?P=SQ&input=Wien%20Frederick-Loewe-Weg&start=1,
OEFFHALTESTOGD.14465327,14465327,POINT (16.45174611266565 48.2467329694098),Afritschgasse,Afritschgasse,"22A,N23,N24",,10,https://anachb.vor.at?P=SQ&input=Wien%20Afritschgasse&start=1,
OEFFHALTESTOGD.14465328,14465328,POINT (16.45174611266565 48.2467329694098),Afritschgasse,Afritschgasse,"22A,N23,N24",,11,https://anachb.vor.at?P=SQ&input=Wien%20Afritschgasse&start=1,
OEFFHALTESTOGD.14465329,14465329,POINT (16.451701212604508 48.247402969935635),Afritschgasse,Afritschgasse,"22A,N23",,10,https://anachb.vor.at?P=SQ&input=Wien%20Afritschgasse&start=1,
OEFFHALTESTOGD.14465330,14465330,POINT (16.451701212604508 48.247402969935635),Afritschgasse,Afritschgasse,"22A,N23",,11,https://anachb.vor.at?P=SQ&input=Wien%20Afritschgasse&start=1,
OEFFHALTESTOGD.14465331,14465331,POINT (16.487355312281277 48.233881870038104),HausfeldstraÃŸe (UnterfÃ¼hrung),HausfeldstraÃŸe (UnterfÃ¼hrung),"26,85A,95B,97A,N23",,10,https://anachb.vor.at?P=SQ&input=Wien%20HausfeldstraÃŸe&start=1,
OEFFHALTESTOGD.14465332,14465332,POINT (16.487355312281277 48.233881870038104),HausfeldstraÃŸe (UnterfÃ¼hrung),HausfeldstraÃŸe (UnterfÃ¼hrung),"26,85A,95B,97A,N23",,11,https://anachb.vor.at?P=SQ&input=Wien%20HausfeldstraÃŸe&start=1,
OEFFHALTESTOGD.14465333,14465333,POINT (16.487130812666763 48.23368436992405),HausfeldstraÃŸe (UnterfÃ¼hrung),HausfeldstraÃŸe (UnterfÃ¼hrung),"26,85A,95B,97A,N23",,10,https://anachb.vor.at?P=SQ&input=Wien%20HausfeldstraÃŸe&start=1,
OEFFHALTESTOGD.14465334,14465334,POINT (16.487130812666763 48.23368436992405),HausfeldstraÃŸe (UnterfÃ¼hrung),HausfeldstraÃŸe (UnterfÃ¼hrung),"26,85A,95B,97A,N23",,11,https://anachb.vor.at?P=SQ&input=Wien%20HausfeldstraÃŸe&start=1,
OEFFHALTESTOGD.14465335,14465335,POINT (16.466056313063756 48.23486906992173),Hirschstetten Ort,Hirschstetten Ort,"22A,95A,N23,N24",,10,https://anachb.vor.at?P=SQ&input=Wien%20Hirschstetten%20Ort&start=1,
OEFFHALTESTOGD.14465336,14465336,POINT (16.466056313063756 48.23486906992173),Hirschstetten Ort,Hirschstetten Ort,"22A,95A,N23,N24",,11,https://anachb.vor.at?P=SQ&input=Wien%20Hirschstetten%20Ort&start=1,
OEFFHALTESTOGD.14465337,14465337,POINT (16.466200012976632 48.23496487008225),Hirschstetten Ort,Hirschstetten Ort,"22A,N23",,10,https://anachb.vor.at?P=SQ&input=Wien%20Hirschstetten%20Ort&start=1,
OEFFHALTESTOGD.14465338,14465338,POINT (16.466200012976632 48.23496487008225),Hirschstetten Ort,Hirschstetten Ort,"22A,N23",,11,https://anachb.vor.at?P=SQ&input=Wien%20Hirschstetten%20Ort&start=1,
OEFFHALTESTOGD.14465339,14465339,POINT (16.472712812691174 48.23601796927334),BlumengÃ¤rten Hirschstetten,BlumengÃ¤rten Hirschstetten,"95A,N23,N24",,10,https://anachb.vor.at?P=SQ&input=Wien%20BlumengÃ¤rten%20Hirschstetten&start=1,
OEFFHALTESTOGD.14465340,14465340,POINT (16.472712812691174 48.23601796927334),BlumengÃ¤rten Hirschstetten,BlumengÃ¤rten Hirschstetten,"95A,N23,N24",,11,https://anachb.vor.at?P=SQ&input=Wien%20BlumengÃ¤rten%20Hirschstetten&start=1,
OEFFHALTESTOGD.14465341,14465341,POINT (16.47266791282953 48.236107669301454),BlumengÃ¤rten Hirschstetten,BlumengÃ¤rten Hirschstetten,"95A,95B,N23",,10,https://anachb.vor.at?P=SQ&input=Wien%20BlumengÃ¤rten%20Hirschstetten&start=1,
OEFFHALTESTOGD.14465342,14465342,POINT (16.47266791282953 48.236107669301454),BlumengÃ¤rten Hirschstetten,BlumengÃ¤rten Hirschstetten,"95A,95B,N23",,11,https://anachb.vor.at?P=SQ&input=Wien%20BlumengÃ¤rten%20Hirschstetten&start=1,
OEFFHALTESTOGD.14465343,14465343,POINT (16.474761012736224 48.23635896933156),Murraygasse,Murraygasse,"95A,95B,N23,N24",,10,https://anachb.vor.at?P=SQ&input=Wien%20Murraygasse&start=1,
OEFFHALTESTOGD.14465344,14465344,POINT (16.474761012736224 48.23635896933156),Murraygasse,Murraygasse,"95A,95B,N23,N24",,11,https://anachb.vor.at?P=SQ&input=Wien%20Murraygasse&start=1,
OEFFHALTESTOGD.14465345,14465345,POINT (16.474491512170427 48.23648466964023),Murraygasse,Murraygasse,"95A,95B,N23",,10,https://anachb.vor.at?P=SQ&input=Wien%20Murraygasse&start=1,
OEFFHALTESTOGD.14465346,14465346,POINT (16.474491512170427 48.23648466964023),Murraygasse,Murraygasse,"95A,95B,N23",,11,https://anachb.vor.at?P=SQ&input=Wien%20Murraygasse&start=1,
OEFFHALTESTOGD.14465347,14465347,POINT (16.45590531210324 48.243388869693774),PogrelzstraÃŸe,PogrelzstraÃŸe,"22A,N23,N24",,10,https://anachb.vor.at?P=SQ&input=Wien%20PogrelzstraÃŸe&start=1,
OEFFHALTESTOGD.14465348,14465348,POINT (16.45590531210324 48.243388869693774),PogrelzstraÃŸe,PogrelzstraÃŸe,"22A,N23,N24",,11,https://anachb.vor.at?P=SQ&input=Wien%20PogrelzstraÃŸe&start=1,
OEFFHALTESTOGD.14465349,14465349,POINT (16.44984171272211 48.248497669849144),Kraygasse,Kraygasse,"22A,24A,26,27,N23,N24",,10,https://anachb.vor.at?P=SQ&input=Wien%20Kraygasse&start=1,
OEFFHALTESTOGD.14465350,14465350,POINT (16.44984171272211 48.248497669849144),Kraygasse,Kraygasse,"22A,24A,26,27,N23,N24",,11,https://anachb.vor.at?P=SQ&input=Wien%20Kraygasse&start=1,
OEFFHALTESTOGD.14465351,14465351,POINT (16.448781713143585 48.24865917003059),Kraygasse,Kraygasse,"22A,24A,26,27,N23,N24",,10,https://anachb.vor.at?P=SQ&input=Wien%20Kraygasse&start=1,
OEFFHALTESTOGD.14465352,14465352,POINT (16.448781713143585 48.24865917003059),Kraygasse,Kraygasse,"22A,24A,26,27,N23,N24",,11,https://anachb.vor.at?P=SQ&input=Wien%20Kraygasse&start=1,
OEFFHALTESTOGD.14465353,14465353,POINT (16.455941213326135 48.24361616964284),PogrelzstraÃŸe,PogrelzstraÃŸe,"22A,N23",,10,https://anachb.vor.at?P=SQ&input=Wien%20PogrelzstraÃŸe&start=1,
OEFFHALTESTOGD.14465354,14465354,POINT (16.455941213326135 48.24361616964284),PogrelzstraÃŸe,PogrelzstraÃŸe,"22A,N23",,11,https://anachb.vor.at?P=SQ&input=Wien%20PogrelzstraÃŸe&start=1,
OEFFHALTESTOGD.14465355,14465355,POINT (16.482226012899734 48.239960769948226),Prinzgasse,Prinzgasse,"26,27,95A,95B,N23,N24",,10,https://anachb.vor.at?P=SQ&input=Wien%20Prinzgasse&start=1,
OEFFHALTESTOGD.14465356,14465356,POINT (16.482226012899734 48.239960769948226),Prinzgasse,Prinzgasse,"26,27,95A,95B,N23,N24",,11,https://anachb.vor.at?P=SQ&input=Wien%20Prinzgasse&start=1,
OEFFHALTESTOGD.14465357,14465357,POINT (16.443355812735696 48.250561369600995),Kagraner Platz (Busbahnhof),Kagraner Platz (Busbahnhof),"22A,N23",,10,https://anachb.vor.at?P=SQ&input=Wien%20Kagraner%20Platz&start=1,
OEFFHALTESTOGD.14465358,14465358,POINT (16.443355812735696 48.250561369600995),Kagraner Platz (Busbahnhof),Kagraner Platz (Busbahnhof),"22A,N23",,11,https://anachb.vor.at?P=SQ&input=Wien%20Kagraner%20Platz&start=1,
OEFFHALTESTOGD.14465359,14465359,POINT (16.47849791252738 48.237471869268624),Gladiolenweg,Gladiolenweg,"95A,95B,N23",,10,https://anachb.vor.at?P=SQ&input=Wien%20Gladiolenweg&start=1,
OEFFHALTESTOGD.14465360,14465360,POINT (16.47849791252738 48.237471869268624),Gladiolenweg,Gladiolenweg,"95A,95B,N23",,11,https://anachb.vor.at?P=SQ&input=Wien%20Gladiolenweg&start=1,
OEFFHALTESTOGD.14465361,14465361,POINT (16.47904591271085 48.23771716990699),Gladiolenweg,Gladiolenweg,"95A,95B,N23,N24",,10,https://anachb.vor.at?P=SQ&input=Wien%20Gladiolenweg&start=1,
OEFFHALTESTOGD.14465362,14465362,POINT (16.47904591271085 48.23771716990699),Gladiolenweg,Gladiolenweg,"95A,95B,N23,N24",,11,https://anachb.vor.at?P=SQ&input=Wien%20Gladiolenweg&start=1,
OEFFHALTESTOGD.14465363,14465363,POINT (16.317358112253448 48.16244166951027),Sagedergasse,Sagedergasse,"64B,N65,N8",,10,https://anachb.vor.at?P=SQ&input=Wien%20Sagedergasse&start=1,
OEFFHALTESTOGD.14465364,14465364,POINT (16.317358112253448 48.16244166951027),Sagedergasse,Sagedergasse,"64B,N65,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Sagedergasse&start=1,
OEFFHALTESTOGD.14465365,14465365,POINT (16.3194153123101 48.16106346998579),Sagedergasse,Sagedergasse,"16A,N65",,10,https://anachb.vor.at?P=SQ&input=Wien%20Sagedergasse&start=1,
OEFFHALTESTOGD.14465366,14465366,POINT (16.3194153123101 48.16106346998579),Sagedergasse,Sagedergasse,"16A,N65",,11,https://anachb.vor.at?P=SQ&input=Wien%20Sagedergasse&start=1,
OEFFHALTESTOGD.14465367,14465367,POINT (16.362058312262057 48.1622858700631),SahulkastraÃŸe,SahulkastraÃŸe,N65,,10,https://anachb.vor.at?P=SQ&input=Wien%20SahulkastraÃŸe&start=1,
OEFFHALTESTOGD.14465368,14465368,POINT (16.362058312262057 48.1622858700631),SahulkastraÃŸe,SahulkastraÃŸe,N65,,11,https://anachb.vor.at?P=SQ&input=Wien%20SahulkastraÃŸe&start=1,
OEFFHALTESTOGD.14465369,14465369,POINT (16.362184113131963 48.162261870001764),SahulkastraÃŸe,SahulkastraÃŸe,N65,,10,https://anachb.vor.at?P=SQ&input=Wien%20SahulkastraÃŸe&start=1,
OEFFHALTESTOGD.14465370,14465370,POINT (16.362184113131963 48.162261870001764),SahulkastraÃŸe,SahulkastraÃŸe,N65,,11,https://anachb.vor.at?P=SQ&input=Wien%20SahulkastraÃŸe&start=1,
OEFFHALTESTOGD.14465371,14465371,POINT (16.364906012059027 48.169972970050864),TroststraÃŸe/Neilreichgasse,TroststraÃŸe/Neilreichgasse,"11,65A,N65,O",,10,https://anachb.vor.at?P=SQ&input=Wien%20TroststraÃŸe/Neilreichgasse&start=1,
OEFFHALTESTOGD.14465372,14465372,POINT (16.364906012059027 48.169972970050864),TroststraÃŸe/Neilreichgasse,TroststraÃŸe/Neilreichgasse,"11,65A,N65,O",,11,https://anachb.vor.at?P=SQ&input=Wien%20TroststraÃŸe/Neilreichgasse&start=1,
OEFFHALTESTOGD.14465373,14465373,POINT (16.36433111252993 48.16972136991365),TroststraÃŸe/Neilreichgasse,TroststraÃŸe/Neilreichgasse,"11,N65,O",,10,https://anachb.vor.at?P=SQ&input=Wien%20TroststraÃŸe/Neilreichgasse&start=1,
OEFFHALTESTOGD.14465374,14465374,POINT (16.36433111252993 48.16972136991365),TroststraÃŸe/Neilreichgasse,TroststraÃŸe/Neilreichgasse,"11,N65,O",,11,https://anachb.vor.at?P=SQ&input=Wien%20TroststraÃŸe/Neilreichgasse&start=1,
OEFFHALTESTOGD.14465375,14465375,POINT (16.360342512980274 48.15852276967974),Wienerfeldgasse,Wienerfeldgasse,N65,,10,https://anachb.vor.at?P=SQ&input=Wien%20Wienerfeldgasse&start=1,
OEFFHALTESTOGD.14465376,14465376,POINT (16.360342512980274 48.15852276967974),Wienerfeldgasse,Wienerfeldgasse,N65,,11,https://anachb.vor.at?P=SQ&input=Wien%20Wienerfeldgasse&start=1,
OEFFHALTESTOGD.14465377,14465377,POINT (16.360135912283564 48.15842686980385),Wienerfeldgasse,Wienerfeldgasse,N65,,10,https://anachb.vor.at?P=SQ&input=Wien%20Wienerfeldgasse&start=1,
OEFFHALTESTOGD.14465378,14465378,POINT (16.360135912283564 48.15842686980385),Wienerfeldgasse,Wienerfeldgasse,N65,,11,https://anachb.vor.at?P=SQ&input=Wien%20Wienerfeldgasse&start=1,
OEFFHALTESTOGD.14465379,14465379,POINT (16.288225812153996 48.13808456949111),Dr.-Neumann-Gasse,Dr.-Neumann-Gasse,"60A,62A,N65",,10,https://anachb.vor.at?P=SQ&input=Wien%20Dr.-Neumann-Gasse&start=1,
OEFFHALTESTOGD.14465380,14465380,POINT (16.288225812153996 48.13808456949111),Dr.-Neumann-Gasse,Dr.-Neumann-Gasse,"60A,62A,N65",,11,https://anachb.vor.at?P=SQ&input=Wien%20Dr.-Neumann-Gasse&start=1,
OEFFHALTESTOGD.14465381,14465381,POINT (16.288369512679534 48.13838436980789),Dr.-Neumann-Gasse,Dr.-Neumann-Gasse,"61A,62A,N65",,10,https://anachb.vor.at?P=SQ&input=Wien%20Dr.-Neumann-Gasse&start=1,
OEFFHALTESTOGD.14465382,14465382,POINT (16.288369512679534 48.13838436980789),Dr.-Neumann-Gasse,Dr.-Neumann-Gasse,"61A,62A,N65",,11,https://anachb.vor.at?P=SQ&input=Wien%20Dr.-Neumann-Gasse&start=1,
OEFFHALTESTOGD.14465383,14465383,POINT (16.295583012447672 48.145775369337855),Brunner StraÃŸe/Erlaaer StraÃŸe (Breitenfurter StraÃŸ,Brunner StraÃŸe/Erlaaer StraÃŸe (Breitenfurter StraÃŸ,"62A,N65",,10,https://anachb.vor.at?P=SQ&input=Wien%20Brunner%20StraÃŸe/Erlaaer%20StraÃŸe&start=1,
OEFFHALTESTOGD.14465384,14465384,POINT (16.295583012447672 48.145775369337855),Brunner StraÃŸe/Erlaaer StraÃŸe (Breitenfurter StraÃŸ,Brunner StraÃŸe/Erlaaer StraÃŸe (Breitenfurter StraÃŸ,"62A,N65",,11,https://anachb.vor.at?P=SQ&input=Wien%20Brunner%20StraÃŸe/Erlaaer%20StraÃŸe&start=1,
OEFFHALTESTOGD.14465385,14465385,POINT (16.295771611914397 48.14609297000198),Brunner StraÃŸe/Erlaaer StraÃŸe (Breitenfurter StraÃŸ,Brunner StraÃŸe/Erlaaer StraÃŸe (Breitenfurter StraÃŸ,"62A,N65",,10,https://anachb.vor.at?P=SQ&input=Wien%20Brunner%20StraÃŸe/Erlaaer%20StraÃŸe&start=1,
OEFFHALTESTOGD.14465386,14465386,POINT (16.295771611914397 48.14609297000198),Brunner StraÃŸe/Erlaaer StraÃŸe (Breitenfurter StraÃŸ,Brunner StraÃŸe/Erlaaer StraÃŸe (Breitenfurter StraÃŸ,"62A,N65",,11,https://anachb.vor.at?P=SQ&input=Wien%20Brunner%20StraÃŸe/Erlaaer%20StraÃŸe&start=1,
OEFFHALTESTOGD.14465387,14465387,POINT (16.300047612248015 48.150630169214836),Gerbergasse,Gerbergasse,"62A,N65",,10,https://anachb.vor.at?P=SQ&input=Wien%20Gerbergasse&start=1,
OEFFHALTESTOGD.14465388,14465388,POINT (16.300047612248015 48.150630169214836),Gerbergasse,Gerbergasse,"62A,N65",,11,https://anachb.vor.at?P=SQ&input=Wien%20Gerbergasse&start=1,
OEFFHALTESTOGD.14465389,14465389,POINT (16.29897861228911 48.14930566958436),Gerbergasse,Gerbergasse,"62A,64A,N65",,10,https://anachb.vor.at?P=SQ&input=Wien%20Gerbergasse&start=1,
OEFFHALTESTOGD.14465390,14465390,POINT (16.29897861228911 48.14930566958436),Gerbergasse,Gerbergasse,"62A,64A,N65",,11,https://anachb.vor.at?P=SQ&input=Wien%20Gerbergasse&start=1,
OEFFHALTESTOGD.14465391,14465391,POINT (16.341657613001694 48.157881570027435),Triester StraÃŸe/ComputerstraÃŸe,Triester StraÃŸe/ComputerstraÃŸe,"16A,65A,N65",,10,https://anachb.vor.at?P=SQ&input=Wien%20Triester%20StraÃŸe/ComputerstraÃŸe&start=1,
OEFFHALTESTOGD.14465392,14465392,POINT (16.341657613001694 48.157881570027435),Triester StraÃŸe/ComputerstraÃŸe,Triester StraÃŸe/ComputerstraÃŸe,"16A,65A,N65",,11,https://anachb.vor.at?P=SQ&input=Wien%20Triester%20StraÃŸe/ComputerstraÃŸe&start=1,
OEFFHALTESTOGD.14465393,14465393,POINT (16.3424750127142 48.157420169784764),Triester StraÃŸe/ComputerstraÃŸe,Triester StraÃŸe/ComputerstraÃŸe,"16A,N65",,10,https://anachb.vor.at?P=SQ&input=Wien%20Triester%20StraÃŸe/ComputerstraÃŸe&start=1,
OEFFHALTESTOGD.14465394,14465394,POINT (16.3424750127142 48.157420169784764),Triester StraÃŸe/ComputerstraÃŸe,Triester StraÃŸe/ComputerstraÃŸe,"16A,N65",,11,https://anachb.vor.at?P=SQ&input=Wien%20Triester%20StraÃŸe/ComputerstraÃŸe&start=1,
OEFFHALTESTOGD.14465395,14465395,POINT (16.325029811943423 48.16154286968825),Am SchÃ¶pfwerk,Am SchÃ¶pfwerk,"16A,N65",,10,https://anachb.vor.at?P=SQ&input=Wien%20Am%20SchÃ¶pfwerk&start=1,
OEFFHALTESTOGD.14465396,14465396,POINT (16.325029811943423 48.16154286968825),Am SchÃ¶pfwerk,Am SchÃ¶pfwerk,"16A,N65",,11,https://anachb.vor.at?P=SQ&input=Wien%20Am%20SchÃ¶pfwerk&start=1,
OEFFHALTESTOGD.14465397,14465397,POINT (16.32464351310652 48.16147696933832),Am SchÃ¶pfwerk,Am SchÃ¶pfwerk,"16A,N65",,10,https://anachb.vor.at?P=SQ&input=Wien%20Am%20SchÃ¶pfwerk&start=1,
OEFFHALTESTOGD.14465398,14465398,POINT (16.32464351310652 48.16147696933832),Am SchÃ¶pfwerk,Am SchÃ¶pfwerk,"16A,N65",,11,https://anachb.vor.at?P=SQ&input=Wien%20Am%20SchÃ¶pfwerk&start=1,
OEFFHALTESTOGD.14465399,14465399,POINT (16.372083512914084 48.17277676938616),Arthaberplatz,Arthaberplatz,"7A,N65,N66",,10,https://anachb.vor.at?P=SQ&input=Wien%20Arthaberplatz&start=1,
OEFFHALTESTOGD.14465400,14465400,POINT (16.372083512914084 48.17277676938616),Arthaberplatz,Arthaberplatz,"7A,N65,N66",,11,https://anachb.vor.at?P=SQ&input=Wien%20Arthaberplatz&start=1,
OEFFHALTESTOGD.14465401,14465401,POINT (16.372182312975458 48.17212976934973),Arthaberplatz,Arthaberplatz,"N65,N66",,10,https://anachb.vor.at?P=SQ&input=Wien%20Arthaberplatz&start=1,
OEFFHALTESTOGD.14465402,14465402,POINT (16.372182312975458 48.17212976934973),Arthaberplatz,Arthaberplatz,"N65,N66",,11,https://anachb.vor.at?P=SQ&input=Wien%20Arthaberplatz&start=1,
OEFFHALTESTOGD.14465403,14465403,POINT (16.300505811764403 48.15173296928841),"Atzgersdorf, Bildungscampus (Breitenfurter StraÃŸe)","Atzgersdorf, Bildungscampus (Breitenfurter StraÃŸe)","62A,64A,N65",,10,"https://anachb.vor.at?P=SQ&input=Wien%20Atzgersdorf,%20Bildungscampus&start=1",
OEFFHALTESTOGD.14465404,14465404,POINT (16.300505811764403 48.15173296928841),"Atzgersdorf, Bildungscampus (Breitenfurter StraÃŸe)","Atzgersdorf, Bildungscampus (Breitenfurter StraÃŸe)","62A,64A,N65",,11,"https://anachb.vor.at?P=SQ&input=Wien%20Atzgersdorf,%20Bildungscampus&start=1",
OEFFHALTESTOGD.14465405,14465405,POINT (16.30142201236168 48.15276376943076),"Atzgersdorf, Bildungscampus (Breitenfurter StraÃŸe)","Atzgersdorf, Bildungscampus (Breitenfurter StraÃŸe)","62A,N65",,10,"https://anachb.vor.at?P=SQ&input=Wien%20Atzgersdorf,%20Bildungscampus&start=1",
OEFFHALTESTOGD.14465406,14465406,POINT (16.30142201236168 48.15276376943076),"Atzgersdorf, Bildungscampus (Breitenfurter StraÃŸe)","Atzgersdorf, Bildungscampus (Breitenfurter StraÃŸe)","62A,N65",,11,"https://anachb.vor.at?P=SQ&input=Wien%20Atzgersdorf,%20Bildungscampus&start=1",
OEFFHALTESTOGD.14465407,14465407,POINT (16.311995211868414 48.16221996943945),Stachegasse,Stachegasse,"62A,N65",,10,https://anachb.vor.at?P=SQ&input=Wien%20Stachegasse&start=1,
OEFFHALTESTOGD.14465408,14465408,POINT (16.311995211868414 48.16221996943945),Stachegasse,Stachegasse,"62A,N65",,11,https://anachb.vor.at?P=SQ&input=Wien%20Stachegasse&start=1,
OEFFHALTESTOGD.14465409,14465409,POINT (16.311959312548268 48.161968269313505),Stachegasse,Stachegasse,"62A,N65",,10,https://anachb.vor.at?P=SQ&input=Wien%20Stachegasse&start=1,
OEFFHALTESTOGD.14465410,14465410,POINT (16.311959312548268 48.161968269313505),Stachegasse,Stachegasse,"62A,N65",,11,https://anachb.vor.at?P=SQ&input=Wien%20Stachegasse&start=1,
OEFFHALTESTOGD.14465411,14465411,POINT (16.329332712920603 48.160626069588204),Am SchÃ¶pfwerk/Eibesbrunnergasse,Am SchÃ¶pfwerk/Eibesbrunnergasse,"16A,N65",,10,https://anachb.vor.at?P=SQ&input=Wien%20Am%20SchÃ¶pfwerk/Eibesbrunnergasse&start=1,
OEFFHALTESTOGD.14465412,14465412,POINT (16.329332712920603 48.160626069588204),Am SchÃ¶pfwerk/Eibesbrunnergasse,Am SchÃ¶pfwerk/Eibesbrunnergasse,"16A,N65",,11,https://anachb.vor.at?P=SQ&input=Wien%20Am%20SchÃ¶pfwerk/Eibesbrunnergasse&start=1,
OEFFHALTESTOGD.14465413,14465413,POINT (16.329763911804662 48.16062607001047),Am SchÃ¶pfwerk/Eibesbrunnergasse,Am SchÃ¶pfwerk/Eibesbrunnergasse,"16A,N65",,10,https://anachb.vor.at?P=SQ&input=Wien%20Am%20SchÃ¶pfwerk/Eibesbrunnergasse&start=1,
OEFFHALTESTOGD.14465414,14465414,POINT (16.329763911804662 48.16062607001047),Am SchÃ¶pfwerk/Eibesbrunnergasse,Am SchÃ¶pfwerk/Eibesbrunnergasse,"16A,N65",,11,https://anachb.vor.at?P=SQ&input=Wien%20Am%20SchÃ¶pfwerk/Eibesbrunnergasse&start=1,
OEFFHALTESTOGD.14465415,14465415,POINT (16.335908412641547 48.159301769446536),Gutheil-Schoder-Gasse,Gutheil-Schoder-Gasse,"16A,65A,N65",,10,https://anachb.vor.at?P=SQ&input=Wien%20Gutheil-Schoder-Gasse&start=1,
OEFFHALTESTOGD.14465416,14465416,POINT (16.335908412641547 48.159301769446536),Gutheil-Schoder-Gasse,Gutheil-Schoder-Gasse,"16A,65A,N65",,11,https://anachb.vor.at?P=SQ&input=Wien%20Gutheil-Schoder-Gasse&start=1,
OEFFHALTESTOGD.14465417,14465417,POINT (16.33576461242649 48.15951146936947),Gutheil-Schoder-Gasse,Gutheil-Schoder-Gasse,"16A,65A,N65",,10,https://anachb.vor.at?P=SQ&input=Wien%20Gutheil-Schoder-Gasse&start=1,
OEFFHALTESTOGD.14465418,14465418,POINT (16.33576461242649 48.15951146936947),Gutheil-Schoder-Gasse,Gutheil-Schoder-Gasse,"16A,65A,N65",,11,https://anachb.vor.at?P=SQ&input=Wien%20Gutheil-Schoder-Gasse&start=1,
OEFFHALTESTOGD.14465419,14465419,POINT (16.348718313140353 48.153932369681314),Otto-Probst-Platz,Otto-Probst-Platz,"16A,N65",,10,https://anachb.vor.at?P=SQ&input=Wien%20Otto-Probst-Platz&start=1,
OEFFHALTESTOGD.14465420,14465420,POINT (16.348718313140353 48.153932369681314),Otto-Probst-Platz,Otto-Probst-Platz,"16A,N65",,11,https://anachb.vor.at?P=SQ&input=Wien%20Otto-Probst-Platz&start=1,
OEFFHALTESTOGD.14465421,14465421,POINT (16.348880012689 48.15393236985116),Otto-Probst-Platz,Otto-Probst-Platz,"16A,N65",,10,https://anachb.vor.at?P=SQ&input=Wien%20Otto-Probst-Platz&start=1,
OEFFHALTESTOGD.14465422,14465422,POINT (16.348880012689 48.15393236985116),Otto-Probst-Platz,Otto-Probst-Platz,"16A,N65",,11,https://anachb.vor.at?P=SQ&input=Wien%20Otto-Probst-Platz&start=1,
OEFFHALTESTOGD.14465423,14465423,POINT (16.354826912367486 48.156185669626424),Otto-Probst-StraÃŸe,Otto-Probst-StraÃŸe,N65,,10,https://anachb.vor.at?P=SQ&input=Wien%20Otto-Probst-StraÃŸe&start=1,
OEFFHALTESTOGD.14465424,14465424,POINT (16.354826912367486 48.156185669626424),Otto-Probst-StraÃŸe,Otto-Probst-StraÃŸe,N65,,11,https://anachb.vor.at?P=SQ&input=Wien%20Otto-Probst-StraÃŸe&start=1,
OEFFHALTESTOGD.14465425,14465425,POINT (16.354817912399202 48.156311569217806),Otto-Probst-StraÃŸe,Otto-Probst-StraÃŸe,N65,,10,https://anachb.vor.at?P=SQ&input=Wien%20Otto-Probst-StraÃŸe&start=1,
OEFFHALTESTOGD.14465426,14465426,POINT (16.354817912399202 48.156311569217806),Otto-Probst-StraÃŸe,Otto-Probst-StraÃŸe,N65,,11,https://anachb.vor.at?P=SQ&input=Wien%20Otto-Probst-StraÃŸe&start=1,
OEFFHALTESTOGD.14465427,14465427,POINT (16.322182112479773 48.1625914695161),Khleslplatz,Khleslplatz,"16A,N65",,10,https://anachb.vor.at?P=SQ&input=Wien%20Khleslplatz&start=1,
OEFFHALTESTOGD.14465428,14465428,POINT (16.322182112479773 48.1625914695161),Khleslplatz,Khleslplatz,"16A,N65",,11,https://anachb.vor.at?P=SQ&input=Wien%20Khleslplatz&start=1,
